"new_tag","timestamp","time","package0","package1","dram0","dram1"
"test_gaussian_regression_inference",1787835298.33446,0.0184426307678223,566649,489257,97308,64979
"test_decision_tree_regression",1787835328.38722,0.38221549987793,17660905,14032252,1885067,1242865
"test_support_vector_regression",1787835358.80287,29.7980101108551,1563523585,1215662781,136989943,96707904
"test_neural_network_regression",1787835418.63433,63.620744228363,3388214715,2607131143,389707096,206442671
"test_support_vector_regression_inference",1787835512.28868,7.89467811584473,414072853,326027546,35458163,25617326
"test_linear_regression",1787835550.21694,0.194462060928345,8230691,6586958,1205517,634323
"test_linear_regression",1787835580.44492,0.0207328796386719,657041,566710,107636,74756
"test_decision_tree_regression_inference",1787835610.50002,0.023564338684082,712828,621458,121925,78015
"test_support_vector_regression",1787835640.55733,29.7698287963867,1563281337,1226188511,137397626,96604399
"test_neural_network_regression_inference",1787835700.36068,0.0177443027496338,559630,495665,92657,61644
"test_decision_tree_regression",1787835730.41287,0.36606240272522,16884295,13396084,1801361,1187877
"test_neural_network_regression",1787835760.81246,64.2538685798645,3420094272,2633050999,391647594,208488372
"test_support_vector_regression_inference",1787835855.09992,7.86381936073303,412542035,324655725,35086220,25518793
"test_gaussian_regression_inference",1787835892.99722,0.018620491027832,593382,519530,95870,61858
"test_linear_regression_inference",1787835923.0499,0.00909590721130371,293334,284423,55371,35695
"test_gaussian_regression",1787835953.09414,0.301692724227905,13581508,10797336,1835373,982810
"test_neural_network_regression_inference",1787835983.42937,0.0167999267578125,536436,466734,88801,61674
"test_decision_tree_regression",1787836013.45771,0.382086038589478,17680924,14065760,1901729,1243676
"test_decision_tree_regression_inference",1787836043.87326,0.0235922336578369,702451,619139,120931,80967
"test_linear_regression_inference",1787836073.9305,0.00889205932617188,293578,255615,49113,35618
"test_gaussian_regression",1787836103.97389,0.156558990478516,6172470,4783923,931280,511326
"test_linear_regression",1787836134.1639,0.0198721885681152,611388,543761,111016,68070
"test_gaussian_regression_inference",1787836164.2176,0.0188841819763184,588195,518493,104514,65147
"test_neural_network_regression",1787836194.27077,61.4314115047455,3266114136,2512612220,374288368,199346668
"test_support_vector_regression_inference",1787836285.71387,7.88445901870728,412654888,324835655,35379858,25587261
"test_support_vector_regression",1787836323.63173,29.9950065612793,1571601507,1230851585,140330621,97338799
"test_decision_tree_regression",1787836383.66031,0.367574691772461,16870623,13456264,1809883,1194715
"test_decision_tree_regression_inference",1787836414.06142,0.0514886379241943,1671932,1361508,290042,169004
"test_linear_regression",1787836444.14654,0.0208795070648193,656554,569395,112730,71482
"test_neural_network_regression_inference",1787836474.20175,0.0180683135986328,562010,488158,99206,64627
"test_support_vector_regression_inference",1787836504.25415,7.87183308601379,411830794,323366421,35451079,25548322
"test_linear_regression_inference",1787836542.12981,0.00894594192504883,292296,260131,49006,32451
"test_gaussian_regression_inference",1787836572.17321,0.017735481262207,583922,477965,97507,65928
"test_support_vector_regression",1787836602.22485,29.9149951934814,1567002214,1226241978,139519292,97075991
"test_neural_network_regression",1787836662.17329,82.3575444221497,4386025088,3386456175,505491804,267244962
"test_gaussian_regression",1787836774.56448,0.151648998260498,5990402,4619739,891975,494940
